Energy consumed for RAM,RAM Power,Energy consumed for all GPUs,Total GPU Power,Energy consumed for all CPUs,Total CPU Power,Electricity used since the beginning
0.002069,3.0,0.005807,6.231000000000001,0.000329,0.36460000000000004,0.008205
0.002077,3.0,0.005827,6.2299999999999995,0.000330,0.3606,0.008234
0.002084,3.0,0.005848,6.238300000000001,0.000331,0.3156,0.008263
0.002091,3.0,0.005869,6.2751,0.000331,0.31789999999999996,0.008291
0.002099,3.0,0.005889,6.0724,0.000332,0.16060000000000002,0.008319
0.002106,3.0,0.005910,6.2612,0.000333,0.3271,0.008348
0.002113,3.0,0.005930,6.2785,0.000333,0.3359,0.008377
0.002120,3.0,0.005951,6.238199999999999,0.000334,0.3179,0.008406
0.002128,3.0,0.005972,6.2604,0.000335,0.3216,0.008434
0.002135,3.0,0.005992,6.2752,0.000336,0.3698,0.008463
0.002142,3.0,0.006013,6.2766,0.000337,0.3495,0.008492
0.002150,3.0,0.006034,6.2698,0.000338,0.4178,0.008521
0.002157,3.0,0.006054,6.1472999999999995,0.000339,0.3384,0.008550
0.002164,3.0,0.006074,5.9671,0.000339,0.1815,0.008577
0.002172,3.0,0.006095,6.311400000000001,0.000340,0.3769,0.008606
0.002179,3.0,0.006115,6.2848999999999995,0.000341,0.3774,0.008635
0.002186,3.0,0.006136,6.277299999999999,0.000342,0.33020000000000005,0.008664
0.002194,3.0,0.006157,6.237299999999999,0.000343,0.34720000000000006,0.008693
0.002201,3.0,0.006176,5.884600000000001,0.000343,0.17629999999999998,0.008720
0.002208,3.0,0.006197,6.2643,0.000344,0.3707,0.008749
0.002216,3.0,0.006218,6.260800000000001,0.000345,0.3556,0.008778
0.002223,3.0,0.006238,6.1913,0.000346,0.3489,0.008807
0.002230,3.0,0.006259,6.291,0.000346,0.31629999999999997,0.008835
0.002237,3.0,0.006280,6.260800000000001,0.000347,0.36970000000000003,0.008864
0.002245,3.0,0.006300,6.2421999999999995,0.000348,0.3338,0.008893
0.002252,3.0,0.006321,6.273400000000001,0.000349,0.32239999999999996,0.008922
0.002259,3.0,0.006342,6.3125,0.000350,0.30240000000000006,0.008951
0.002267,3.0,0.006361,5.8984,0.000350,0.30829999999999996,0.008978
0.002274,3.0,0.006382,6.210400000000001,0.000351,0.31980000000000003,0.009007
0.002281,3.0,0.006402,6.274800000000002,0.000352,0.3079,0.009036
0.002289,3.0,0.006423,6.3012999999999995,0.000353,0.30530000000000007,0.009065
0.002296,3.0,0.006444,6.2615,0.000354,0.371,0.009094
0.002303,3.0,0.006463,5.862300000000001,0.000354,0.16580000000000003,0.009121
0.002311,3.0,0.006484,6.2829,0.000355,0.3605,0.009150
0.002318,3.0,0.006505,6.2567,0.000356,0.3415,0.009179
0.002325,3.0,0.006526,6.264,0.000356,0.3195,0.009207
0.002333,3.0,0.006546,6.2565,0.000357,0.34270000000000006,0.009236
0.002340,3.0,0.006567,6.320300000000001,0.000358,0.2713,0.009265
0.002347,3.0,0.006588,6.2692,0.000359,0.366,0.009294
0.002355,3.0,0.006609,6.305899999999999,0.000360,0.35140000000000005,0.009323
